Prezzo,Anni,Chilometraggio,Cambio,CV,Venditore,Distanza,is_Diesel vs Benzina,is_Ibrido vs Benzina,is_sport vs base,is_performance vs base,is_middle vs base,is NO vs NE,is Centro vs NE,is Sud_Isole vs NE
17950,5,118,1,116,1,78,1,0,0,0,0,0,0,0
17950,4,99,1,136,1,169,0,0,0,0,0,1,0,0
17990,5,59,1,136,1,326,0,0,0,0,0,0,1,0
17990,5,124,1,116,1,42,1,0,0,0,0,0,0,0
17999,4,129,1,116,1,201,1,0,0,0,0,1,0,0
17999,4,98,1,116,1,87,1,0,0,0,1,0,1,0
17999,4,119,1,116,1,87,1,0,0,0,1,0,1,0
17999,4,119,1,150,1,87,1,0,0,0,1,0,1,0
18000,5,137,1,116,1,828,1,0,0,1,0,0,0,1
18100,5,67,1,116,1,587,1,0,0,0,0,0,0,1
18400,5,164,1,116,1,200,1,0,0,0,0,0,1,0
18400,5,99,1,116,1,57,1,0,0,0,1,0,0,0
18490,5,113,1,116,1,837,1,0,0,0,0,0,0,1
18500,5,200,1,150,1,483,1,0,1,0,0,0,0,1
18500,4,70,1,116,1,326,1,0,0,0,0,0,1,0
18800,4,147,1,116,1,464,1,0,0,0,1,0,0,1
18800,4,110,1,109,1,129,0,0,0,0,1,0,0,0
18800,5,123,1,116,1,377,1,0,1,0,0,0,1,0
18899,5,112,1,116,1,581,1,0,0,0,0,0,0,1
18900,5,143,1,150,1,222,1,0,1,0,0,1,0,0
18900,5,99,1,150,1,326,1,0,0,0,0,0,1,0
18900,5,83,1,116,1,611,1,0,0,0,0,0,0,1
18900,3,21,1,136,1,262,0,0,0,0,0,1,0,0
18900,3,26,1,136,1,262,0,0,0,0,0,1,0,0
18900,3,23,1,136,1,262,0,0,0,0,0,1,0,0
18900,4,125,1,116,1,550,1,0,0,0,0,0,0,1
18900,5,127,1,150,1,483,1,0,0,0,0,0,0,1
18900,4,84,1,109,1,86,0,0,0,0,0,0,0,0
18900,5,145,1,116,1,768,1,0,0,1,0,0,0,1
18900,5,125,1,116,1,82,1,0,0,0,0,0,0,0
18950,5,89,1,136,1,163,0,0,0,0,1,0,0,0
18970,4,159,1,150,1,326,1,0,0,0,0,0,1,0
18990,5,89,1,116,1,348,1,0,0,0,0,0,1,0
18990,5,178,1,150,1,811,1,0,1,0,0,0,0,1
18990,4,69,1,116,1,144,1,0,0,0,0,1,0,0
18999,4,190,1,116,1,484,1,0,1,0,0,0,0,1
18999,4,95,1,150,1,511,1,0,0,1,0,0,0,1
19000,5,148,1,150,1,129,1,0,0,0,0,0,1,0
19000,4,130,1,116,1,779,1,0,0,1,0,0,0,1
19000,4,40,1,136,1,326,0,0,0,0,0,0,1,0
19100,5,62,1,136,1,202,0,0,0,0,0,1,0,0
19400,4,59,1,136,1,275,0,0,0,0,0,1,0,0
19490,5,51,1,136,1,511,0,0,0,0,0,0,0,1
19499,4,105,1,116,1,87,1,0,1,0,0,0,1,0
19500,4,162,1,150,1,108,1,0,0,0,1,1,0,0
19700,5,79,1,116,1,381,1,0,0,1,0,0,1,0
19700,4,62,1,136,1,275,0,0,0,0,0,1,0,0
19700,5,130,1,150,1,706,1,0,0,1,0,0,0,1
19800,4,92,1,116,1,611,1,0,0,0,0,0,0,1
19900,5,121,1,116,1,200,1,0,0,0,0,0,1,0
19900,4,149,1,116,1,200,1,0,0,0,0,0,1,0
19900,5,129,1,150,1,759,1,0,0,0,0,0,0,1
19900,4,188,1,116,1,742,1,0,1,0,0,0,0,1
19900,4,126,1,116,1,65,1,0,1,0,0,0,0,0
19900,5,189,1,150,1,823,1,0,1,0,0,0,0,1
19900,5,40,1,136,1,114,0,0,0,0,0,1,0,0
19900,5,40,1,136,1,114,0,0,0,0,0,1,0,0
19900,4,67,1,116,1,163,1,0,0,0,0,0,0,0
19900,3,21,1,136,1,262,0,0,0,0,0,1,0,0
19900,3,18,1,136,1,262,0,0,0,0,0,1,0,0
19900,3,24,1,136,1,262,0,0,0,0,0,1,0,0
19900,3,21,1,136,1,262,0,0,0,0,0,1,0,0
19900,3,22,1,136,1,262,0,0,0,0,0,1,0,0
19900,5,119,1,150,1,147,1,0,0,0,0,1,0,0
19900,3,97,1,116,1,628,1,0,0,0,0,0,0,1
19900,5,166,1,150,1,798,1,0,1,0,0,0,0,1
19900,4,91,1,116,1,914,1,0,0,0,0,0,0,1
19900,3,111,1,116,1,121,1,0,0,0,0,1,0,0
19990,4,49,1,136,1,208,0,0,0,0,0,1,0,0
19990,4,65,1,116,1,140,1,0,0,0,0,0,1,0
19990,4,145,1,190,1,435,1,0,0,0,0,0,0,1
19990,5,69,1,116,1,326,1,0,0,0,0,0,1,0
19990,4,90,1,116,1,424,1,0,0,0,1,0,0,1
19999,5,90,1,136,1,177,0,0,1,0,0,1,0,0
19999,4,78,1,116,1,474,1,0,0,0,1,0,0,1
19999,4,105,1,116,1,87,1,0,1,0,0,0,1,0
20160,5,132,1,150,1,630,1,0,0,0,0,0,0,1
20160,5,134,1,150,1,630,1,0,0,0,0,0,0,1
20250,5,66,1,150,1,163,1,0,0,0,1,0,0,0
20400,4,59,1,136,1,275,0,0,0,0,0,1,0,0
20400,4,80,1,116,1,611,1,0,0,0,0,0,0,1
20499,4,75,1,150,1,326,1,0,0,0,0,0,1,0
20500,3,83,1,116,1,581,1,0,0,0,0,0,0,1
20500,5,114,1,116,1,695,1,0,0,0,0,0,0,1
20500,5,49,1,136,1,127,0,0,0,0,1,0,0,0
20500,5,115,1,116,1,381,1,0,0,0,1,0,1,0
20500,4,58,1,116,1,496,1,0,0,0,0,0,0,1
20700,5,115,1,150,1,186,1,0,0,1,0,0,0,0
20700,5,115,1,150,1,173,1,0,0,1,0,0,0,0
20700,4,127,1,116,1,201,1,0,0,0,1,1,0,0
20700,5,144,1,116,1,292,1,0,1,0,0,0,1,0
20800,4,69,1,136,1,222,0,0,0,0,0,1,0,0
20800,4,64,1,116,1,87,1,0,0,0,0,1,0,0
20899,5,134,1,116,1,485,1,0,1,0,0,0,0,1
20899,5,134,1,116,1,628,1,0,1,0,0,0,0,1
20899,5,134,1,116,1,750,1,0,1,0,0,0,0,1
20899,5,134,1,116,1,99,1,0,1,0,0,0,1,0
20899,5,134,1,116,1,283,1,0,1,0,0,1,0,0
20899,5,134,1,116,1,611,1,0,1,0,0,0,0,1
20899,5,134,1,116,1,25,1,0,1,0,0,0,0,0
20899,5,134,1,116,1,86,1,0,1,0,0,0,0,0
20899,5,134,1,116,1,861,1,0,1,0,0,0,0,1
20899,5,134,1,116,1,130,1,0,1,0,0,0,1,0
20900,4,103,1,136,1,275,0,0,0,0,0,1,0,0
20900,4,82,1,150,1,275,1,0,0,0,0,1,0,0
20900,5,110,1,116,1,201,1,0,1,0,0,1,0,0
20900,4,80,1,116,1,200,1,0,0,1,0,1,0,0
20900,4,99,1,150,1,326,1,0,0,0,0,0,1,0
20900,4,90,1,116,1,384,1,0,0,0,0,0,1,0
20900,5,44,1,116,1,326,1,0,0,0,0,0,1,0
20900,4,72,1,116,1,86,1,0,0,0,0,0,0,0
20900,4,99,1,150,1,326,1,0,0,0,0,0,1,0
20900,4,113,1,150,1,659,1,0,0,1,0,0,0,1
20900,5,103,1,116,1,418,1,0,0,0,1,0,0,1
20900,3,27,1,136,1,262,0,0,0,0,0,1,0,0
20900,3,29,1,136,1,262,0,0,0,0,0,1,0,0
20900,3,25,1,136,1,262,0,0,0,0,0,1,0,0
20900,4,62,1,116,1,92,1,0,0,0,0,0,1,0
20900,3,78,1,136,1,65,0,0,0,0,0,0,0,0
20900,5,85,1,116,1,765,1,0,0,0,1,0,0,1
20900,3,45,1,109,1,86,0,0,0,0,0,0,0,0
20900,4,72,1,116,1,276,1,0,1,0,0,1,0,0
20900,4,135,1,116,1,168,1,0,1,0,0,1,0,0
20999,4,61,1,116,1,448,1,0,0,0,0,0,0,1
20999,5,132,1,150,1,25,1,0,0,0,1,0,0,0
20999,5,132,1,150,1,326,1,0,0,0,1,0,1,0
20999,5,132,1,150,1,283,1,0,0,0,1,1,0,0
20999,5,132,1,150,1,611,1,0,0,0,1,0,0,1
20999,5,132,1,150,1,86,1,0,0,0,1,0,0,0
20999,5,132,1,150,1,750,1,0,0,0,1,0,0,1
20999,5,132,1,150,1,861,1,0,0,0,1,0,0,1
20999,4,80,1,136,1,50,0,0,0,0,0,0,0,0
21000,5,98,1,116,1,881,1,0,0,0,1,0,0,1
21000,5,98,1,116,1,101,1,0,0,0,1,0,1,0
21000,5,109,1,116,1,85,1,0,1,0,0,0,1,0
21000,5,99,1,116,1,700,1,0,1,0,0,0,0,1
21000,5,98,1,116,1,98,1,0,0,0,1,0,1,0
21199,4,94,1,116,1,86,1,0,0,0,1,0,0,0
21199,4,94,1,116,1,283,1,0,0,0,1,1,0,0
21199,4,94,1,116,1,611,1,0,0,0,1,0,0,1
21199,4,94,1,116,1,25,1,0,0,0,1,0,0,0
21199,4,94,1,116,1,130,1,0,0,0,1,0,1,0
21199,4,94,1,116,1,99,1,0,0,0,1,0,1,0
21199,4,94,1,116,1,750,1,0,0,0,1,0,0,1
21299,4,121,1,116,1,490,1,0,1,0,0,0,0,1
21300,4,53,1,116,1,202,1,0,0,0,0,1,0,0
21300,5,59,1,136,1,326,0,0,1,0,0,0,1,0
21400,5,47,1,150,1,296,1,0,0,0,0,0,1,0
21400,5,52,1,136,1,23,0,0,0,0,1,0,0,0
21400,5,139,1,190,1,31,1,0,1,0,0,0,0,0
21400,5,139,1,190,1,57,1,0,1,0,0,0,0,0
21400,5,115,1,150,1,74,1,0,1,0,0,0,0,0
21490,4,116,1,150,1,170,1,0,0,0,1,1,0,0
21490,5,108,1,116,1,132,1,0,0,0,1,0,0,0
21490,5,108,1,116,1,164,1,0,0,0,1,0,1,0
21499,5,99,1,116,1,311,1,0,0,0,1,0,0,1
21500,3,55,1,136,1,296,0,0,0,0,0,0,1,0
21500,5,183,1,150,1,615,1,0,1,0,0,0,0,1
21500,4,80,1,116,1,381,1,0,0,0,0,0,1,0
21500,4,91,1,136,1,381,0,0,0,0,1,0,1,0
21500,4,91,1,136,1,368,0,0,0,0,1,0,1,0
21500,4,80,1,116,1,368,1,0,0,0,0,0,1,0
21500,5,123,1,150,1,828,1,0,0,0,1,0,0,1
21500,4,130,1,116,1,775,1,0,1,0,0,0,0,1
21500,4,120,1,116,1,698,1,0,1,0,0,0,0,1
21500,4,54,1,116,1,154,1,0,0,0,0,0,0,0
21500,4,64,1,109,1,389,0,0,0,0,0,0,0,1
21500,4,49,1,116,1,146,1,0,0,0,0,0,1,0
21500,4,165,1,150,1,706,1,0,1,0,0,0,0,1
21500,5,70,1,150,1,486,1,0,1,0,0,0,0,1
21600,5,81,1,116,1,206,1,0,0,0,1,1,0,0
21600,5,81,1,116,1,196,1,0,0,0,1,1,0,0
21699,4,102,1,116,1,130,1,0,1,0,0,0,1,0
21700,4,93,1,116,1,623,1,0,0,0,0,0,0,1
21799,5,72,1,150,1,490,1,0,0,0,1,0,0,1
21799,5,91,1,116,1,611,1,0,1,0,0,0,0,1
21800,5,97,1,116,1,781,1,0,0,0,0,0,0,1
21800,5,97,1,116,1,781,1,0,0,0,0,0,0,1
21800,4,45,1,116,1,31,1,0,0,0,0,0,0,0
21800,4,79,1,150,1,283,1,0,0,0,0,1,0,0
21800,4,104,1,116,1,735,1,0,0,0,1,0,0,1
21890,4,90,1,150,1,288,1,0,0,0,0,0,1,0
21899,5,116,1,116,1,283,1,0,1,0,0,1,0,0
21899,5,116,1,116,1,86,1,0,1,0,0,0,0,0
21899,5,116,1,116,1,861,1,0,1,0,0,0,0,1
21899,5,116,1,116,1,611,1,0,1,0,0,0,0,1
21899,5,116,1,116,1,99,1,0,1,0,0,0,1,0
21899,5,116,1,116,1,177,1,0,1,0,0,1,0,0
21899,5,116,1,116,1,326,1,0,1,0,0,0,1,0
21899,5,116,1,116,1,130,1,0,1,0,0,0,1,0
21899,5,116,1,116,1,25,1,0,1,0,0,0,0,0
21899,5,116,1,116,1,628,1,0,1,0,0,0,0,1
21899,5,116,1,116,1,485,1,0,1,0,0,0,0,1
21899,5,116,1,116,1,750,1,0,1,0,0,0,0,1
21900,4,23,1,109,1,20,0,0,0,1,0,0,0,0
21900,3,60,1,136,1,222,0,0,0,0,0,1,0,0
21900,5,124,1,150,1,190,1,0,1,0,0,1,0,0
21900,5,92,1,150,1,326,1,0,0,0,1,0,1,0
21900,5,57,1,116,1,131,1,0,0,0,0,0,0,0
21900,4,150,1,150,1,68,1,0,1,0,0,0,0,0
21900,4,91,1,150,1,149,1,0,0,0,0,0,0,0
21900,4,44,1,116,1,107,1,0,0,0,0,0,1,0
21900,3,27,1,136,1,262,0,0,1,0,0,1,0,0
21900,3,25,1,136,1,262,0,0,1,0,0,1,0,0
21900,3,25,1,136,1,262,0,0,0,0,0,1,0,0
21900,4,98,1,116,1,86,1,0,1,0,0,0,0,0
21900,4,38,1,136,1,262,0,0,1,0,0,1,0,0
21900,3,28,1,136,1,262,0,0,1,0,0,1,0,0
21900,3,31,1,136,1,262,0,0,1,0,0,1,0,0
21900,3,139,1,116,1,502,1,0,1,0,0,0,0,1
21900,5,61,1,136,1,326,0,0,0,0,0,0,1,0
21901,3,60,1,136,1,930,0,0,0,0,0,0,0,1
21990,4,105,1,150,1,424,1,0,0,0,1,0,0,1
21999,4,84,1,116,1,750,1,0,0,0,1,0,0,1
21999,4,84,1,116,1,25,1,0,0,0,1,0,0,0
21999,4,84,1,116,1,326,1,0,0,0,1,0,1,0
21999,4,84,1,116,1,86,1,0,0,0,1,0,0,0
21999,4,84,1,116,1,861,1,0,0,0,1,0,0,1
21999,4,49,1,116,1,55,1,0,0,0,0,0,0,0
22000,5,76,1,150,1,326,1,0,0,0,0,0,1,0
22000,5,200,1,150,1,833,1,0,1,0,0,0,0,1
22300,4,66,1,136,1,275,0,0,0,0,0,1,0,0
22399,5,74,1,116,1,490,1,0,1,0,0,0,0,1
22450,3,54,1,136,1,383,0,0,1,0,0,0,1,0
22490,5,97,1,116,1,154,1,0,1,0,0,1,0,0
22500,4,55,1,136,1,134,0,0,0,0,0,1,0,0
22500,4,67,1,116,1,121,1,0,0,1,0,1,0,0
22500,4,64,1,116,1,177,1,0,0,0,1,1,0,0
22500,3,81,1,116,1,775,1,0,0,0,0,0,0,1
22500,4,72,1,116,1,129,1,0,0,0,0,0,1,0
22500,5,70,1,136,1,310,0,0,0,0,1,0,1,0
22500,5,185,1,150,1,177,1,0,1,0,0,1,0,0
22500,5,65,1,190,1,326,1,0,0,0,1,0,1,0
22780,3,68,1,116,1,384,1,0,0,1,0,0,1,0
22800,4,102,1,116,1,228,1,0,1,0,0,0,0,0
22800,4,102,1,116,1,86,1,0,1,0,0,0,0,0
22899,5,129,1,150,1,695,1,0,1,0,0,0,0,1
22899,4,95,1,116,1,656,1,0,0,0,0,0,0,1
22900,5,119,1,116,1,894,1,0,0,0,1,0,0,1
22900,4,55,1,116,1,163,1,0,0,0,0,0,0,0
22900,4,72,1,116,1,163,1,0,0,0,0,0,0,0
22900,4,49,1,116,1,163,1,0,0,0,0,0,0,0
22900,4,55,1,116,1,163,1,0,0,0,0,0,0,0
22900,4,72,1,116,1,163,1,0,0,0,0,0,0,0
22900,4,49,1,116,1,163,1,0,0,0,0,0,0,0
22900,4,77,1,116,1,239,1,0,0,0,0,0,0,0
22900,4,67,1,116,1,326,1,0,0,0,0,0,1,0
22900,4,70,1,116,1,742,1,0,0,0,0,0,0,1
22900,5,49,1,150,1,275,1,0,0,0,0,1,0,0
22900,4,74,1,116,1,843,1,0,0,0,0,0,0,1
22900,5,83,1,116,1,883,1,0,0,0,1,0,0,1
22900,4,59,1,116,1,750,1,0,0,0,0,0,0,1
22900,4,86,1,136,1,177,0,0,1,0,0,1,0,0
22900,4,86,1,116,1,206,1,0,0,0,1,1,0,0
22900,4,56,1,116,1,101,1,0,0,0,0,0,1,0
22900,4,58,1,116,1,133,1,0,0,0,0,0,0,0
22900,4,84,1,116,1,107,1,0,1,0,0,0,0,0
22900,3,33,1,136,1,262,0,0,1,0,0,1,0,0
22900,5,52,1,116,1,218,1,0,1,0,0,1,0,0
22900,5,61,1,116,1,161,1,0,0,0,1,1,0,0
22900,5,110,1,116,1,881,1,0,0,0,1,0,0,1
22900,4,63,1,116,1,742,1,0,0,0,1,0,0,1
22900,4,67,1,116,1,65,1,0,0,0,1,0,0,0
22900,3,27,1,136,1,262,0,0,1,0,0,1,0,0
22900,3,19,1,136,1,262,0,0,1,0,0,1,0,0
22900,3,29,1,136,1,262,0,0,1,0,0,1,0,0
22900,4,69,1,116,1,750,1,0,1,0,0,0,0,1
22900,3,65,1,150,1,448,1,0,0,0,0,0,0,1
22900,4,56,1,116,1,98,1,0,0,0,0,0,1,0
22900,4,67,1,116,1,171,1,0,0,0,1,1,0,0
22900,5,55,1,136,1,132,0,0,1,0,0,0,0,0
22950,4,32,1,136,1,14,0,0,0,1,0,0,0,0
22950,4,40,1,136,1,14,0,0,0,0,0,0,0,0
22990,5,80,1,136,1,163,0,0,0,0,1,1,0,0
22990,4,70,1,116,1,178,1,0,1,0,0,1,0,0
22999,3,32,1,116,1,495,1,0,0,0,0,0,0,1
22999,5,103,1,116,1,485,1,0,1,0,0,0,0,1
22999,3,63,1,136,1,187,0,0,0,0,0,1,0,0
22999,5,85,1,136,1,50,0,0,1,0,0,0,0,0
23000,5,87,1,116,1,101,1,0,0,0,1,0,1,0
23000,4,67,1,116,1,101,1,0,1,0,0,0,1,0
23000,5,70,1,136,1,326,0,0,1,0,0,0,1,0
23000,5,87,1,116,1,98,1,0,0,0,1,0,1,0
23000,4,67,1,116,1,98,1,0,1,0,0,0,1,0
23199,4,149,1,150,1,130,1,0,1,0,0,0,1,0
23199,4,149,1,150,1,628,1,0,1,0,0,0,0,1
23257,4,87,1,116,1,630,1,0,1,0,0,0,0,1
23300,5,69,1,116,1,216,1,0,1,0,0,1,0,0
23300,4,130,1,150,1,422,1,0,1,0,0,0,1,0
23300,2,104,1,150,1,101,1,0,1,0,0,1,0,0
23400,5,64,1,116,1,193,1,0,0,0,0,1,0,0
23400,4,115,1,150,1,201,1,0,1,0,0,1,0,0
23400,5,106,1,150,1,579,1,0,1,0,0,0,0,1
23400,4,80,1,150,1,65,1,0,0,0,1,0,0,0
23490,5,76,1,136,1,31,0,0,1,0,0,0,0,0
23500,4,69,1,150,1,326,1,0,0,0,0,0,1,0
23500,4,60,1,109,1,180,0,0,0,0,0,1,0,0
23500,4,66,1,116,1,101,1,0,0,0,0,0,1,0
23500,5,125,1,150,1,127,1,0,1,0,0,0,0,0
23500,4,66,1,116,1,98,1,0,0,0,0,0,1,0
23500,3,102,1,116,1,101,1,0,1,0,0,0,1,0
23500,5,110,1,116,1,292,1,0,1,0,0,0,1,0
23500,3,102,1,116,1,98,1,0,1,0,0,0,1,0
23500,4,56,1,136,1,286,0,0,0,0,1,1,0,0
23500,4,60,1,109,1,171,0,0,0,0,0,1,0,0
23570,2,11,1,136,1,276,0,0,0,1,0,1,0,0
23599,4,94,1,116,1,750,1,0,1,0,0,0,0,1
23599,4,94,1,116,1,99,1,0,1,0,0,0,1,0
23599,4,94,1,116,1,485,1,0,1,0,0,0,0,1
23599,4,94,1,116,1,130,1,0,1,0,0,0,1,0
23599,4,94,1,116,1,628,1,0,1,0,0,0,0,1
23599,4,94,1,116,1,86,1,0,1,0,0,0,0,0
23670,4,31,1,136,1,276,0,0,1,0,0,1,0,0
23700,5,74,1,116,1,201,1,0,0,0,1,1,0,0
23700,5,74,1,116,1,623,1,0,0,0,0,0,0,1
23700,4,67,1,150,1,754,1,0,0,0,0,0,0,1
23790,5,49,1,116,1,55,1,0,1,0,0,0,0,0
23798,5,46,1,116,1,86,1,0,0,0,1,0,0,0
23800,3,74,1,136,1,220,0,0,1,0,0,0,1,0
23800,5,105,1,150,1,747,1,0,0,0,1,0,0,1
23835,4,74,1,116,1,630,1,0,1,0,0,0,0,1
23880,3,43,1,136,1,276,0,0,1,0,0,1,0,0
23890,4,51,1,150,1,178,1,0,0,1,0,1,0,0
23900,4,69,1,136,1,161,0,0,0,0,1,1,0,0
23900,4,19,1,116,1,101,1,0,0,1,0,0,1,0
23900,5,39,1,136,1,163,0,0,0,1,0,0,0,0
23900,5,118,1,116,1,389,1,0,1,0,0,0,0,1
23900,3,28,1,136,1,742,0,0,0,0,0,0,0,1
23900,5,82,1,116,1,894,1,0,0,0,1,0,0,1
23900,4,64,1,109,1,101,0,0,0,0,0,0,1,0
23900,5,59,1,136,1,127,0,0,1,0,0,0,0,0
23900,4,31,1,150,1,326,1,0,0,0,0,0,1,0
23900,5,87,1,116,1,245,1,0,1,0,0,1,0,0
23900,2,17,1,136,1,262,0,0,0,0,0,1,0,0
23900,3,19,1,136,1,262,0,0,1,0,0,1,0,0
23900,3,21,1,136,1,262,0,0,1,0,0,1,0,0
23900,3,30,1,136,1,262,0,0,1,0,0,1,0,0
23900,5,99,1,150,1,667,1,0,1,0,0,0,0,1
23900,3,28,1,136,1,262,0,0,1,0,0,1,0,0
23900,3,22,1,136,1,262,0,0,1,0,0,1,0,0
23900,3,14,1,136,1,262,0,0,1,0,0,1,0,0
23900,3,24,1,136,1,262,0,0,1,0,0,1,0,0
23900,1,14,1,136,1,262,0,0,0,0,0,1,0,0
23900,3,23,1,136,1,262,0,0,1,0,0,1,0,0
23900,3,20,1,136,1,262,0,0,1,0,0,1,0,0
23900,4,54,1,116,1,286,1,0,1,0,0,1,0,0
23900,4,91,1,116,1,86,1,0,1,0,0,0,0,0
23900,5,71,1,150,1,218,1,0,1,0,0,1,0,0
23900,5,74,1,150,1,164,1,0,1,0,0,0,1,0
23900,5,74,1,150,1,132,1,0,1,0,0,0,0,0
23900,5,49,1,136,1,156,0,0,1,0,0,0,0,0
23900,4,131,1,150,1,849,1,0,1,0,0,0,0,1
23950,4,50,1,178,1,276,0,0,0,0,0,1,0,0
23950,5,25,1,136,1,14,0,0,0,0,0,0,0,0
23950,2,32,1,116,1,223,1,0,0,0,0,0,1,0
23950,4,60,1,109,1,319,0,0,1,0,0,0,1,0
23990,5,68,1,150,1,233,1,0,1,0,0,1,0,0
23990,3,48,1,116,1,146,1,0,0,0,0,0,1,0
23990,3,88,1,116,1,478,1,0,1,0,0,0,0,1
23990,2,48,1,116,1,65,1,0,1,0,0,0,0,0
23999,5,91,1,116,1,88,1,0,1,0,0,0,1,0
23999,4,112,1,150,1,750,1,0,1,0,0,0,0,1
23999,4,112,1,150,1,25,1,0,1,0,0,0,0,0
23999,4,112,1,150,1,628,1,0,1,0,0,0,0,1
23999,4,112,1,150,1,485,1,0,1,0,0,0,0,1
23999,4,112,1,150,1,861,1,0,1,0,0,0,0,1
23999,4,112,1,150,1,86,1,0,1,0,0,0,0,0
23999,5,46,1,136,1,130,0,0,1,0,0,0,1,0
23999,5,46,1,136,1,86,0,0,1,0,0,0,0,0
23999,5,46,1,136,1,283,0,0,1,0,0,1,0,0
23999,5,46,1,136,1,628,0,0,1,0,0,0,0,1
23999,5,46,1,136,1,25,0,0,1,0,0,0,0,0
23999,5,46,1,136,1,611,0,0,1,0,0,0,0,1
24000,5,82,1,116,1,31,1,0,1,0,0,0,0,0
24000,5,78,1,116,1,695,1,0,1,0,0,0,0,1
24000,5,113,1,150,1,177,1,0,1,0,0,1,0,0
24000,3,55,1,116,1,383,1,0,1,0,0,0,1,0
24000,5,67,1,116,1,101,1,0,1,0,0,0,1,0
24000,5,67,1,116,1,98,1,0,1,0,0,0,1,0
24255,4,63,1,116,1,630,1,0,1,0,0,0,0,1
24299,4,56,1,150,1,490,1,0,0,0,0,0,0,1
24400,5,62,1,116,1,193,1,0,0,0,1,1,0,0
24400,3,26,1,109,1,65,0,0,1,0,0,0,0,0
24400,4,44,1,116,1,200,1,0,0,0,0,0,1,0
24490,5,81,1,136,1,326,0,0,1,0,0,0,1,0
24490,4,135,1,150,1,339,1,0,1,0,0,0,0,1
24499,4,115,1,150,1,490,1,0,1,0,0,0,0,1
24499,5,53,1,116,1,88,1,0,1,0,0,0,1,0
24500,4,88,1,136,1,82,0,0,0,0,1,0,0,0
24500,4,58,1,136,1,222,0,0,1,0,0,1,0,0
24500,1,27,1,116,1,326,1,0,0,0,0,0,1,0
24500,4,140,1,150,1,200,1,0,1,0,0,0,1,0
24500,4,90,1,116,1,101,1,0,1,0,0,0,1,0
24500,4,45,1,150,1,326,1,0,1,0,0,0,1,0
24500,5,46,1,116,1,65,1,0,1,0,0,0,0,0
24500,4,66,1,150,1,132,1,0,1,0,0,0,0,0
24500,5,78,1,116,1,101,1,0,1,0,0,0,1,0
24500,4,66,1,150,1,164,1,0,1,0,0,0,1,0
